estudiante_id,carrera,semestre,genero,edad,promedio,materias_inscritas,materias_aprobadas,materias_reprobadas,asistencia_pct,beca,trabaja
EST-0774,Administracion,1,F,20,10.3,7,4,3,80.3,False,False
EST-0775,Relaciones Industriales,6,F,24,13.4,5,3,2,81.1,True,False
EST-0776,Administracion,5,M,23,12.8,6,4,2,96.2,False,True
EST-0777,Contaduria,6,F,23,10.5,6,3,3,75.1,False,True
EST-0778,Relaciones Industriales,10,F,22,12.9,7,1,6,92.5,False,False
EST-0779,Relaciones Industriales,5,M,22,11.4,4,2,2,52.2,False,True
EST-0780,Administracion,3,F,20,8.6,4,2,2,72.0,False,True
EST-0781,Relaciones Industriales,10,F,26,12.3,4,1,3,66.2,True,True
EST-0782,Administracion,4,F,23,12.3,6,3,3,92.1,False,False
EST-0783,Relaciones Industriales,5,F,17,16.5,7,5,2,81.1,True,False
EST-0784,Administracion,7,F,22,11.3,5,3,2,67.8,False,True
EST-0785,Relaciones Industriales,4,F,23,15.0,5,4,1,87.7,False,False
EST-0786,Contaduria,3,F,21,13.6,5,3,2,69.8,False,True
EST-0787,Economia,7,M,24,15.2,4,3,1,84.6,True,False
EST-0788,Relaciones Industriales,4,M,19,13.8,5,4,1,86.7,False,False
EST-0789,Economia,8,M,21,9.5,6,1,5,77.1,False,True
EST-0790,Relaciones Industriales,4,M,19,12.9,4,3,1,74.5,False,True
EST-0791,Economia,4,F,18,15.1,6,5,1,91.7,False,False
EST-0792,Contaduria,3,M,22,16.2,5,4,1,71.6,True,False
EST-0793,Economia,7,F,18,14.8,4,4,0,74.0,True,False
EST-0794,Administracion,5,M,19,7.6,7,1,6,100.0,False,True
EST-0795,Economia,1,M,21,12.7,4,3,1,97.5,False,False
EST-0796,Economia,6,F,25,14.4,7,4,3,79.0,True,False
EST-0797,Administracion,7,F,24,14.2,6,3,3,100.0,True,False
EST-0798,Economia,8,F,26,9.3,6,4,2,79.2,False,False
EST-0799,Economia,3,M,24,17.9,6,6,0,88.5,False,True
EST-0800,Relaciones Industriales,10,F,24,13.3,4,4,0,85.8,False,False
EST-0801,Administracion,1,M,17,15.1,5,4,1,100.0,False,False
EST-0802,Economia,5,F,22,15.2,6,4,2,93.1,False,False
EST-0803,Administracion,9,M,21,16.0,7,5,2,82.6,False,True
EST-0804,Economia,1,F,20,9.7,4,2,2,79.9,False,False
EST-0805,Contaduria,2,M,17,10.4,6,1,5,82.2,False,False
EST-0806,Relaciones Industriales,4,F,21,8.8,5,2,3,59.2,False,True
EST-0807,Administracion,4,F,25,11.7,4,2,2,86.4,False,True
EST-0808,Contaduria,1,M,18,10.4,4,2,2,69.2,False,True
EST-0809,Contaduria,10,M,22,10.8,5,4,1,84.5,False,True
EST-0810,Administracion,3,F,25,14.6,5,5,0,76.3,False,True
EST-0811,Administracion,8,F,22,14.2,4,3,1,74.2,False,False
EST-0812,Administracion,2,M,19,14.4,5,2,3,99.8,False,False
EST-0813,Administracion,5,F,21,12.1,6,5,1,44.2,False,True
EST-0814,Economia,8,M,21,15.1,6,6,0,82.7,False,False
EST-0815,Contaduria,5,M,22,15.4,4,2,2,97.9,False,False
EST-0816,Relaciones Industriales,5,F,22,12.3,6,3,3,75.5,False,True
EST-0817,Administracion,2,F,22,14.0,5,3,2,79.9,False,False
EST-0818,Administracion,9,M,22,16.0,5,3,2,89.4,False,False
EST-0819,Contaduria,3,M,17,13.9,7,4,3,61.8,False,True
EST-0820,Administracion,3,F,17,10.4,7,4,3,81.3,False,False
EST-0821,Economia,10,F,25,12.7,7,4,3,81.3,False,True
EST-0822,Contaduria,2,M,19,13.8,7,3,4,95.9,False,False
EST-0823,Administracion,2,M,21,12.0,4,3,1,84.6,False,True
EST-0824,Economia,8,F,21,15.8,5,4,1,54.7,False,True
EST-0825,Administracion,2,F,23,15.6,4,3,1,91.1,False,False
EST-0826,Economia,4,M,24,9.2,7,4,3,68.9,False,True
EST-0827,Economia,4,M,22,11.7,7,3,4,75.9,False,False
EST-0828,Administracion,6,F,23,9.2,5,3,2,87.7,False,False
EST-0829,Economia,5,F,21,10.8,5,4,1,76.1,False,False
EST-0830,Administracion,8,M,22,12.6,5,4,1,73.1,True,True
EST-0831,Administracion,4,F,21,12.3,6,4,2,59.8,False,True
EST-0832,Economia,6,M,21,13.0,7,5,2,74.7,False,True
EST-0833,Relaciones Industriales,10,M,25,14.6,5,3,2,61.1,False,True
EST-0834,Economia,7,M,19,13.9,5,5,0,63.2,False,True
EST-0835,Relaciones Industriales,4,F,26,9.4,6,3,3,77.1,False,False
EST-0836,Contaduria,2,F,19,16.6,5,3,2,73.7,False,False
EST-0837,Administracion,9,F,22,9.6,5,4,1,75.4,False,True
EST-0838,Relaciones Industriales,2,M,19,15.0,7,5,2,45.4,False,True
EST-0839,Contaduria,4,F,22,14.1,7,4,3,98.4,False,False
EST-0840,Economia,8,F,24,14.2,4,3,1,95.9,False,False
EST-0841,Administracion,5,M,24,13.4,6,4,2,65.9,False,False
EST-0842,Relaciones Industriales,10,F,24,16.9,4,3,1,98.0,False,False
EST-0843,Administracion,7,M,24,14.1,6,4,2,31.4,False,False
EST-0844,Relaciones Industriales,8,F,21,14.5,7,4,3,74.8,False,False
EST-0845,Administracion,4,F,22,13.2,4,2,2,94.1,True,False
EST-0846,Economia,7,F,25,14.8,4,1,3,87.2,False,False
EST-0847,Economia,7,F,20,11.5,6,4,2,75.5,False,False
EST-0848,Administracion,6,F,22,12.5,7,4,3,70.6,False,True
EST-0849,Economia,8,F,23,14.9,7,5,2,57.7,False,True
EST-0850,Relaciones Industriales,2,F,20,12.6,5,4,1,81.6,True,False
EST-0851,Contaduria,9,F,21,15.1,5,5,0,94.2,False,False
EST-0852,Administracion,5,M,25,12.2,6,2,4,67.1,False,True
EST-0853,Contaduria,5,F,22,13.4,4,4,0,67.8,True,True
EST-0854,Relaciones Industriales,1,F,19,14.1,4,3,1,75.7,False,False
EST-0855,Administracion,10,M,26,14.4,6,6,0,87.9,False,False
EST-0856,Contaduria,10,M,20,14.1,4,3,1,71.8,False,False
EST-0857,Relaciones Industriales,5,M,21,12.8,4,2,2,97.1,False,False
EST-0858,Relaciones Industriales,8,F,29,10.0,7,1,6,92.1,False,False
EST-0859,Economia,6,F,22,14.3,7,5,2,96.2,True,False
EST-0860,Administracion,2,F,22,14.4,7,5,2,86.8,False,False
EST-0861,Contaduria,3,F,19,18.8,4,4,0,84.0,False,False
EST-0862,Economia,8,F,22,14.5,5,4,1,98.4,False,False
EST-0863,Relaciones Industriales,9,M,21,14.4,7,5,2,81.4,False,False
EST-0864,Economia,6,F,25,12.3,7,5,2,92.3,False,False
EST-0865,Administracion,9,M,26,12.6,6,3,3,85.9,False,True
EST-0866,Contaduria,2,F,18,7.8,7,2,5,93.4,False,False
EST-0867,Relaciones Industriales,7,M,24,13.5,5,4,1,100.0,False,True
EST-0868,Administracion,4,F,22,12.9,5,2,3,62.9,False,True
EST-0869,Economia,6,M,26,17.1,7,7,0,82.4,False,False
EST-0870,Administracion,2,M,23,15.8,4,3,1,100.0,False,False
EST-0871,Economia,1,F,17,10.5,4,1,3,76.4,True,True
EST-0872,Economia,1,F,17,10.3,6,4,2,91.2,False,True
EST-0873,Relaciones Industriales,7,F,22,13.3,6,5,1,81.6,False,False
EST-0874,Relaciones Industriales,8,F,29,12.4,5,3,2,78.0,False,False
EST-0875,Relaciones Industriales,6,M,24,9.7,7,2,5,91.8,False,True
EST-0876,Economia,8,F,27,9.9,4,1,3,80.8,False,True
EST-0877,Economia,1,M,21,14.1,4,3,1,83.2,False,False
EST-0878,Relaciones Industriales,9,M,26,13.0,6,6,0,74.7,False,True
EST-0879,Administracion,3,F,22,13.3,5,5,0,80.4,False,True
EST-0880,Administracion,1,M,20,9.6,4,0,4,52.6,False,True
EST-0881,Economia,7,F,21,13.8,4,4,0,82.5,True,True
EST-0882,Administracion,8,F,22,15.9,6,6,0,86.7,False,True
EST-0883,Administracion,1,M,25,13.4,5,3,2,66.2,True,False
EST-0884,Administracion,4,M,25,11.1,7,7,0,74.1,True,True
EST-0885,Economia,3,F,21,19.8,6,6,0,66.1,False,False
EST-0886,Economia,4,F,21,13.2,7,7,0,82.8,False,True
EST-0887,Administracion,8,M,26,14.5,7,6,1,90.5,False,True
EST-0888,Contaduria,4,M,23,5.0,5,3,2,78.8,False,True
EST-0889,Relaciones Industriales,1,M,19,10.1,7,4,3,86.0,False,False
EST-0890,Administracion,3,F,21,11.1,7,4,3,97.7,False,False
EST-0891,Relaciones Industriales,7,F,22,13.9,6,3,3,88.6,False,False
EST-0892,Administracion,6,F,29,15.4,6,6,0,85.9,True,False
EST-0893,Relaciones Industriales,7,F,23,11.1,4,3,1,83.5,False,False
EST-0894,Relaciones Industriales,9,M,26,13.3,5,5,0,65.5,False,True
EST-0895,Contaduria,10,F,24,15.4,5,5,0,86.3,True,True
EST-0896,Relaciones Industriales,8,F,22,14.5,4,3,1,52.0,False,True
EST-0897,Contaduria,2,M,17,10.7,6,6,0,89.3,False,False
EST-0898,Economia,8,F,25,14.7,5,3,2,77.4,False,True
EST-0899,Relaciones Industriales,7,F,25,15.8,5,4,1,77.3,False,False
EST-0900,Contaduria,4,M,23,14.4,6,4,2,100.0,False,False
EST-0901,Contaduria,4,F,26,11.1,7,3,4,63.9,False,False
EST-0902,Contaduria,3,F,24,13.5,5,2,3,66.9,False,False
EST-0903,Contaduria,8,F,27,14.7,4,3,1,90.2,False,False
EST-0904,Economia,8,F,23,13.4,5,3,2,74.9,False,False
EST-0905,Administracion,5,F,23,14.7,5,3,2,97.1,False,False
EST-0906,Economia,5,F,26,15.8,6,6,0,86.7,False,False
EST-0907,Administracion,10,M,25,12.9,4,1,3,86.7,False,False
EST-0908,Contaduria,5,M,25,11.9,5,4,1,63.3,False,True
EST-0909,Administracion,7,M,22,13.4,7,5,2,64.8,False,True
EST-0910,Contaduria,2,M,19,11.0,6,3,3,88.6,False,False
EST-0911,Economia,7,M,25,13.4,7,5,2,97.2,False,False
EST-0912,Relaciones Industriales,6,F,20,11.4,7,5,2,83.0,False,True
EST-0913,Economia,5,F,29,13.1,6,3,3,79.0,False,False
EST-0914,Administracion,5,F,19,16.2,5,5,0,76.3,True,False
EST-0915,Contaduria,7,F,22,14.1,5,3,2,82.2,False,True
EST-0916,Relaciones Industriales,1,M,18,9.4,7,0,7,79.7,False,True
EST-0917,Contaduria,5,M,20,15.1,7,2,5,92.3,False,False
EST-0918,Economia,3,F,23,17.1,4,3,1,81.1,False,False
EST-0919,Relaciones Industriales,1,F,20,11.9,6,3,3,84.6,False,False
EST-0920,Contaduria,9,M,23,13.1,6,4,2,75.7,False,True
EST-0921,Contaduria,8,F,24,10.3,4,4,0,70.7,False,True
EST-0922,Economia,6,F,22,13.1,5,3,2,79.4,False,False
EST-0923,Economia,6,M,22,13.8,4,2,2,78.5,False,False
EST-0924,Contaduria,10,F,26,10.5,4,0,4,78.4,False,True
EST-0925,Relaciones Industriales,9,M,26,11.1,5,2,3,80.2,True,False
EST-0926,Economia,8,M,25,7.8,7,1,6,77.4,False,True
EST-0927,Relaciones Industriales,5,M,23,14.2,7,4,3,66.2,False,True
EST-0928,Relaciones Industriales,6,M,19,20.0,5,5,0,91.7,False,False
EST-0929,Economia,9,M,25,15.3,6,4,2,85.7,True,True
EST-0930,Contaduria,8,F,21,8.0,4,2,2,80.7,False,True
EST-0931,Contaduria,9,M,25,9.9,7,4,3,71.4,False,True
EST-0932,Economia,9,F,25,14.4,6,5,1,95.9,False,True
EST-0933,Contaduria,1,F,17,16.8,7,6,1,87.8,False,False
EST-0934,Administracion,1,F,22,7.2,6,2,4,93.3,False,True
EST-0935,Administracion,6,F,23,11.0,4,2,2,84.8,False,False
EST-0936,Administracion,8,M,22,10.2,7,3,4,70.0,False,True
EST-0937,Economia,10,F,23,14.3,6,5,1,84.9,False,True
EST-0938,Administracion,6,F,25,13.1,4,1,3,86.3,False,False
EST-0939,Contaduria,10,M,26,14.5,4,4,0,71.5,False,True
EST-0940,Administracion,8,M,22,16.5,6,5,1,71.5,False,False
EST-0941,Relaciones Industriales,9,F,26,14.7,5,5,0,70.6,False,False
EST-0942,Relaciones Industriales,5,F,17,8.5,6,2,4,84.8,False,False
EST-0943,Administracion,5,F,17,13.4,5,4,1,77.7,False,True
EST-0944,Economia,8,F,26,14.5,4,3,1,100.0,False,False
EST-0945,Relaciones Industriales,9,M,22,11.7,4,3,1,80.7,False,True
EST-0946,Relaciones Industriales,10,M,25,14.4,6,4,2,74.3,False,True
EST-0947,Administracion,3,M,21,12.2,5,3,2,53.8,False,True
EST-0948,Administracion,6,M,26,13.9,5,5,0,72.4,False,True
EST-0949,Contaduria,5,F,18,17.9,7,6,1,92.9,False,False
EST-0950,Administracion,6,F,19,10.9,4,4,0,62.2,False,True
EST-0951,Relaciones Industriales,3,M,21,12.2,5,4,1,68.6,False,False
EST-0952,Economia,1,F,22,15.8,6,2,4,62.8,False,False
EST-0953,Administracion,8,F,27,17.9,4,2,2,77.9,False,False
EST-0954,Relaciones Industriales,9,M,26,13.0,7,4,3,100.0,False,False
EST-0955,Relaciones Industriales,1,F,22,9.1,7,5,2,72.8,False,True
EST-0956,Administracion,2,F,17,16.4,5,5,0,90.1,False,False
EST-0957,Relaciones Industriales,5,M,17,14.9,4,3,1,95.6,False,False
EST-0958,Economia,6,F,19,16.9,4,4,0,86.9,False,False
EST-0959,Administracion,7,M,25,13.4,7,5,2,82.0,False,True
EST-0960,Administracion,10,M,26,9.2,4,1,3,58.8,False,True
EST-0961,Economia,4,M,24,13.3,7,6,1,77.0,False,True
EST-0962,Economia,8,M,18,14.8,4,3,1,100.0,False,False
EST-0963,Administracion,5,F,22,13.8,5,4,1,66.1,False,False
EST-0964,Administracion,4,F,24,13.3,7,4,3,62.3,False,True
EST-0965,Administracion,4,M,21,13.6,5,4,1,97.7,False,True
EST-0966,Contaduria,8,M,24,13.0,6,4,2,89.8,False,False
EST-0967,Contaduria,5,F,22,14.8,4,4,0,64.4,False,True
EST-0968,Administracion,9,M,24,8.6,5,1,4,70.6,False,True
EST-0969,Economia,3,M,21,8.0,4,2,2,79.4,True,False
EST-0970,Economia,9,M,24,14.2,7,4,3,83.0,False,False
EST-0971,Contaduria,5,M,21,12.6,7,6,1,89.9,True,True
EST-0972,Relaciones Industriales,2,F,20,13.3,4,4,0,82.0,False,False
EST-0973,Economia,3,M,23,10.5,7,3,4,65.7,False,False
EST-0974,Contaduria,5,M,24,14.9,7,5,2,60.6,False,False
EST-0975,Relaciones Industriales,5,F,23,14.1,6,5,1,72.4,True,True
EST-0976,Relaciones Industriales,6,M,22,13.5,5,4,1,100.0,False,False
EST-0977,Administracion,7,M,23,12.4,7,4,3,88.6,False,False
EST-0978,Contaduria,10,F,25,9.1,4,2,2,73.0,False,True
EST-0979,Administracion,5,M,23,11.8,4,3,1,71.0,False,False
EST-0980,Administracion,3,F,19,11.6,6,4,2,93.1,False,True
EST-0981,Economia,10,M,20,10.4,6,3,3,79.3,False,True
EST-0982,Administracion,2,M,17,15.3,6,3,3,79.3,False,False
EST-0983,Economia,2,F,21,14.6,4,3,1,100.0,False,False
EST-0984,Contaduria,3,M,22,9.8,5,3,2,56.7,False,True
EST-0985,Administracion,10,F,22,11.4,4,2,2,83.1,False,True
EST-0986,Contaduria,7,F,20,13.0,5,4,1,80.5,False,True
EST-0987,Relaciones Industriales,1,F,24,14.5,6,4,2,85.2,True,True
EST-0988,Relaciones Industriales,3,F,24,10.3,7,3,4,75.2,False,False
EST-0989,Economia,7,F,22,9.4,4,1,3,64.5,False,True
EST-0990,Contaduria,3,F,21,12.8,7,6,1,80.6,True,False
EST-0991,Administracion,9,M,27,13.2,4,2,2,78.5,True,False
EST-0992,Relaciones Industriales,3,M,22,13.4,5,4,1,71.6,False,False
EST-0993,Relaciones Industriales,3,F,19,14.0,7,5,2,66.0,False,True
EST-0994,Administracion,2,M,17,10.8,5,2,3,69.2,False,False
EST-0995,Administracion,4,M,24,11.3,7,4,3,79.7,False,True
EST-0996,Relaciones Industriales,1,F,21,9.5,6,1,5,70.5,False,True
EST-0997,Relaciones Industriales,2,M,21,9.9,5,0,5,53.8,False,True
EST-0998,Contaduria,3,F,21,14.5,5,2,3,79.2,False,False
EST-0999,Economia,6,M,22,10.8,5,3,2,86.1,False,False
EST-1000,Economia,10,M,26,12.4,4,1,3,59.9,False,True
EST-1001,Economia,2,F,20,6.7,5,2,3,67.2,False,True
EST-1002,Administracion,7,F,22,14.1,5,4,1,91.8,False,False
EST-1003,Administracion,6,F,23,12.6,5,4,1,95.1,False,False
EST-1004,Contaduria,6,F,22,12.8,4,4,0,74.0,False,False
EST-1005,Contaduria,10,M,22,11.6,5,4,1,73.5,False,False
EST-1006,Contaduria,1,M,19,15.0,7,5,2,79.0,False,False
EST-1007,Administracion,2,M,21,15.3,6,2,4,64.5,False,True
EST-1008,Relaciones Industriales,7,M,21,16.4,5,5,0,79.6,False,False
EST-1009,Administracion,10,F,22,16.7,5,3,2,94.9,False,False
EST-1010,Economia,8,M,27,13.0,5,2,3,61.2,False,True
EST-1011,Administracion,10,F,23,7.3,4,4,0,63.8,False,True
EST-1012,Relaciones Industriales,10,M,27,12.8,7,4,3,67.8,False,False
EST-1013,Relaciones Industriales,10,M,23,13.3,6,4,2,69.8,False,False
EST-1014,Economia,9,M,21,13.3,5,3,2,89.4,False,False
EST-1015,Economia,1,F,22,14.4,4,3,1,94.0,False,False
EST-1016,Administracion,6,F,23,16.9,4,4,0,74.8,False,True
EST-1017,Contaduria,9,F,25,9.2,7,2,5,86.3,False,False
EST-1018,Relaciones Industriales,10,F,22,18.2,7,7,0,89.7,True,False
EST-1019,Economia,9,M,24,11.6,6,1,5,77.4,False,True
EST-1020,Administracion,1,M,17,10.8,4,1,3,66.4,False,True
EST-1021,Economia,10,F,26,11.7,4,3,1,80.6,False,True
EST-1022,Economia,1,F,17,17.1,5,5,0,93.4,False,True
EST-1023,Contaduria,3,F,17,10.4,4,0,4,58.3,False,True
EST-1024,Economia,7,F,26,16.5,4,3,1,88.5,False,False
EST-1025,Relaciones Industriales,7,F,27,13.7,7,6,1,78.1,False,True
EST-1026,Economia,2,F,17,16.0,6,5,1,79.2,False,True
EST-1027,Economia,10,M,25,12.3,6,5,1,68.4,False,True
EST-1028,Administracion,2,M,22,8.9,7,3,4,72.1,False,False
EST-1029,Contaduria,9,M,24,11.7,5,5,0,83.6,False,False
EST-1030,Contaduria,10,M,23,16.4,6,5,1,71.9,False,True
EST-1031,Administracion,1,M,22,15.5,5,3,2,76.7,False,True
EST-1032,Contaduria,3,F,19,13.6,6,5,1,89.6,True,False
EST-1033,Administracion,4,F,20,13.3,5,3,2,57.4,False,False
EST-1034,Administracion,9,M,26,10.5,4,1,3,91.7,False,True
EST-1035,Contaduria,6,F,22,13.9,4,3,1,68.5,False,False
EST-1036,Economia,5,M,20,14.6,6,5,1,73.3,False,True
EST-1037,Economia,8,F,26,9.9,7,3,4,90.8,False,True
EST-1038,Economia,6,M,22,15.6,5,3,2,90.2,False,False
EST-1039,Economia,9,F,23,10.9,7,5,2,63.0,False,False
EST-1040,Economia,2,F,19,13.0,4,4,0,94.3,False,False
EST-1041,Administracion,3,F,21,15.4,4,4,0,54.9,False,True
EST-1042,Economia,4,F,18,11.8,5,4,1,99.4,False,False
EST-1043,Relaciones Industriales,7,F,29,12.3,5,3,2,82.6,False,True
EST-1044,Economia,10,M,21,12.3,4,2,2,97.9,False,False
EST-1045,Relaciones Industriales,10,F,22,17.2,4,1,3,96.7,False,False
EST-1046,Relaciones Industriales,3,M,20,16.5,7,7,0,82.4,False,False
EST-1047,Administracion,3,F,25,14.1,7,4,3,87.1,False,False
EST-1048,Contaduria,3,F,21,13.8,6,5,1,100.0,False,False
EST-1049,Economia,6,M,24,15.8,6,6,0,97.9,True,True
EST-1050,Contaduria,1,M,18,18.0,5,5,0,77.6,False,False
EST-1051,Economia,9,M,23,14.5,4,4,0,94.7,True,False
EST-1052,Relaciones Industriales,1,F,17,13.3,7,5,2,84.1,False,False
EST-1053,Administracion,8,M,23,15.3,7,5,2,83.0,False,False
EST-1054,Economia,10,M,23,16.6,6,4,2,82.3,False,False
EST-1055,Economia,4,F,24,10.3,6,3,3,73.5,False,True
EST-1056,Contaduria,4,F,24,10.5,4,1,3,72.3,False,True
EST-1057,Economia,9,M,25,17.7,4,3,1,73.8,False,True
EST-1058,Contaduria,9,F,23,12.8,5,2,3,89.2,False,True
EST-1059,Contaduria,9,F,22,14.6,7,7,0,62.2,False,False
EST-1060,Economia,8,M,22,15.5,6,4,2,70.0,False,True
EST-1061,Economia,2,F,26,14.5,7,6,1,94.8,False,False
EST-1062,Economia,2,F,21,11.7,4,2,2,78.8,False,False
EST-1063,Contaduria,4,M,19,15.1,4,4,0,64.0,False,True
EST-1064,Contaduria,9,M,20,15.7,7,6,1,74.8,False,True
EST-1065,Economia,9,F,28,13.4,4,2,2,67.1,False,True
EST-1066,Contaduria,2,F,19,16.7,6,4,2,69.3,False,False
EST-1067,Economia,2,F,20,12.8,4,3,1,65.5,False,True
EST-1068,Economia,9,M,22,15.8,6,5,1,74.2,False,True
EST-1069,Economia,6,F,29,11.2,6,2,4,81.2,False,True
EST-1070,Relaciones Industriales,10,F,29,15.1,7,5,2,100.0,False,False
EST-1071,Relaciones Industriales,7,F,22,14.3,4,4,0,93.1,False,False
EST-1072,Relaciones Industriales,2,F,20,12.3,5,4,1,80.9,False,False
EST-1073,Administracion,6,F,23,13.0,7,5,2,87.6,False,False
EST-1074,Contaduria,6,M,22,10.4,5,2,3,77.5,False,False
EST-1075,Economia,3,F,23,13.8,4,2,2,92.5,False,False
EST-1076,Economia,8,M,27,17.9,5,5,0,88.3,False,True
EST-1077,Administracion,1,F,17,10.9,7,4,3,56.4,False,False
EST-1078,Contaduria,3,F,20,15.0,5,3,2,79.8,True,False
EST-1079,Relaciones Industriales,1,M,22,15.6,4,2,2,80.2,True,True
EST-1080,Relaciones Industriales,8,M,25,10.0,4,4,0,81.6,False,False
EST-1081,Contaduria,6,F,18,15.9,5,5,0,83.9,False,True
EST-1082,Administracion,3,M,17,9.0,7,2,5,83.6,False,True
EST-1083,Economia,10,M,24,14.1,6,4,2,98.8,False,False
EST-1084,Contaduria,5,F,19,18.2,4,4,0,82.3,False,True
EST-1085,Economia,2,M,20,14.0,4,3,1,90.4,False,False
EST-1086,Administracion,7,F,26,17.9,5,4,1,100.0,False,False
EST-1087,Administracion,4,M,24,14.5,4,2,2,100.0,False,False
EST-1088,Relaciones Industriales,2,F,27,15.1,5,4,1,96.4,False,False
EST-1089,Relaciones Industriales,8,F,24,9.3,5,3,2,42.5,False,True
EST-1090,Economia,1,F,18,10.1,7,3,4,71.2,False,False
EST-1091,Contaduria,2,F,18,11.5,5,3,2,68.7,False,True
EST-1092,Economia,10,F,26,13.4,4,4,0,78.9,False,False
EST-1093,Relaciones Industriales,10,M,22,13.4,5,4,1,76.6,False,False
EST-1094,Economia,6,F,22,13.3,4,3,1,59.3,False,True
EST-1095,Economia,6,F,23,15.6,5,5,0,83.1,True,True
EST-1096,Contaduria,1,F,20,12.7,7,6,1,86.3,False,False
EST-1097,Relaciones Industriales,2,F,22,14.3,4,4,0,88.9,False,False
EST-1098,Economia,6,F,19,10.1,4,0,4,75.2,False,True
EST-1099,Contaduria,9,F,25,14.5,4,2,2,72.1,False,False
EST-1100,Economia,2,F,24,15.6,5,3,2,88.1,True,False
EST-1101,Economia,8,F,23,16.1,5,4,1,80.7,False,False
EST-1102,Administracion,3,M,22,15.0,5,3,2,76.3,False,True
EST-1103,Administracion,10,M,22,11.1,7,3,4,74.2,False,True
EST-1104,Administracion,9,M,23,17.8,6,6,0,87.2,False,False
EST-1105,Relaciones Industriales,4,F,23,12.8,7,2,5,71.7,False,False
EST-1106,Relaciones Industriales,2,F,21,8.8,7,3,4,98.1,True,False
EST-1107,Economia,2,F,22,11.0,6,3,3,78.6,False,False
EST-1108,Administracion,2,F,17,16.0,6,3,3,73.1,False,True
EST-1109,Administracion,8,M,22,13.0,5,4,1,81.8,False,False
EST-1110,Administracion,3,F,24,12.4,4,1,3,84.1,False,True
EST-1111,Contaduria,8,M,24,16.3,4,4,0,82.2,False,False
EST-1112,Contaduria,5,F,21,14.1,5,5,0,69.3,True,True
EST-1113,Economia,6,F,19,11.5,5,2,3,95.0,False,True
EST-1114,Economia,4,F,23,9.8,6,5,1,91.4,True,False
EST-1115,Economia,7,F,25,11.4,4,4,0,74.3,True,False
EST-1116,Administracion,1,M,23,13.7,7,6,1,93.2,False,False
EST-1117,Contaduria,4,F,22,12.4,5,5,0,100.0,False,False
EST-1118,Relaciones Industriales,6,F,24,9.2,4,1,3,83.8,True,False
EST-1119,Relaciones Industriales,1,F,19,15.4,7,5,2,70.5,True,True
EST-1120,Economia,5,F,23,13.2,6,5,1,100.0,False,False
EST-1121,Economia,3,F,21,10.0,6,1,5,75.9,False,True
EST-1122,Relaciones Industriales,1,F,22,17.8,4,4,0,91.9,False,False
EST-1123,Contaduria,7,M,25,8.3,4,1,3,70.2,False,False
EST-1124,Contaduria,10,F,27,15.2,7,6,1,69.8,False,True
EST-1125,Economia,3,F,24,11.5,6,4,2,72.0,False,True
EST-1126,Contaduria,3,F,21,16.3,6,6,0,89.1,False,False
EST-1127,Economia,1,M,20,15.4,4,3,1,95.5,False,False
EST-1128,Contaduria,3,M,20,12.2,7,2,5,91.1,False,False
EST-1129,Economia,3,F,23,14.7,5,5,0,98.0,False,False
EST-1130,Economia,1,M,20,14.6,4,2,2,89.7,True,False
EST-1131,Economia,8,F,27,11.1,4,3,1,83.3,False,False
EST-1132,Contaduria,5,F,17,11.4,4,1,3,60.0,False,True
EST-1133,Administracion,3,F,22,14.1,6,3,3,100.0,False,False
EST-1134,Administracion,10,M,22,14.6,7,4,3,91.2,False,False
EST-1135,Contaduria,5,M,20,13.0,4,3,1,78.9,False,True
EST-1136,Contaduria,6,F,26,16.3,5,5,0,79.3,False,True
EST-1137,Contaduria,8,F,19,15.3,6,4,2,93.5,False,False
EST-1138,Economia,5,F,23,12.0,5,3,2,61.3,False,False
EST-1139,Administracion,9,F,24,7.9,7,2,5,68.6,False,True
EST-1140,Relaciones Industriales,8,F,22,9.6,4,2,2,80.2,False,True
EST-1141,Relaciones Industriales,8,F,27,15.6,5,5,0,74.9,False,True
EST-1142,Administracion,9,M,26,10.3,6,3,3,72.3,False,True
EST-1143,Relaciones Industriales,8,M,22,11.9,7,3,4,82.4,False,True
EST-1144,Contaduria,8,M,24,11.7,6,5,1,80.4,False,False
EST-1145,Administracion,1,F,22,14.6,7,7,0,72.9,False,True
EST-1146,Contaduria,6,M,23,13.8,4,2,2,80.4,True,True
EST-1147,Administracion,9,M,27,12.7,5,1,4,76.3,False,True
EST-1148,Relaciones Industriales,2,F,22,12.7,4,2,2,68.5,True,True
EST-1149,Administracion,5,M,20,9.7,5,2,3,83.1,False,False
EST-1150,Economia,4,F,25,15.7,6,4,2,79.4,False,False
EST-1151,Economia,9,F,25,17.7,5,5,0,97.3,True,False
EST-1152,Relaciones Industriales,1,F,21,14.8,7,6,1,93.4,False,False
EST-1153,Contaduria,6,M,21,14.0,6,3,3,86.1,False,False
EST-1154,Economia,9,F,20,16.4,6,4,2,90.2,True,True
EST-1155,Relaciones Industriales,6,F,25,8.8,7,4,3,85.9,False,False
EST-1156,Administracion,5,F,26,11.8,6,4,2,99.1,False,False
EST-1157,Administracion,7,M,24,15.2,5,4,1,84.6,False,True
EST-1158,Contaduria,4,M,26,11.6,6,5,1,60.4,True,True
EST-1159,Contaduria,4,M,22,14.2,5,4,1,69.5,False,True
