fecha,tienda,region,categoria,cantidad,ingreso,costo
2023-11-27,Tienda-06,Oriente,Hogar,1,48.23,32.37
2023-11-27,Tienda-10,Capital,Hogar,1,47.97,36.48
2023-11-27,Tienda-06,Oriente,Electronica,2,311.18,200.45
2023-11-27,Tienda-05,Central,Alimentos,7,108.63,76.96
2023-11-27,Tienda-09,Capital,Hogar,3,131.88,104.32
2023-11-27,Tienda-01,Oriente,Hogar,6,250.45,188.9
2023-11-28,Tienda-09,Capital,Alimentos,4,60.28,50.4
2023-11-28,Tienda-07,Capital,Alimentos,5,79.67,62.43
2023-11-28,Tienda-06,Oriente,Cuidado Personal,9,149.67,106.04
2023-11-28,Tienda-01,Oriente,Cuidado Personal,4,77.38,54.59
2023-11-29,Tienda-03,Andes,Bebidas,1,7.48,5.23
2023-11-29,Tienda-03,Andes,Electronica,2,294.67,238.37
2023-11-29,Tienda-05,Central,Alimentos,4,56.53,45.31
2023-11-29,Tienda-02,Central,Bebidas,5,42.94,30.01
2023-11-29,Tienda-01,Oriente,Hogar,8,346.56,260.91
2023-11-30,Tienda-09,Capital,Alimentos,3,46.13,33.16
2023-11-30,Tienda-09,Capital,Limpieza,8,87.64,56.86
2023-11-30,Tienda-03,Andes,Electronica,1,159.97,123.01
2023-11-30,Tienda-10,Capital,Electronica,2,306.98,186.1
2023-11-30,Tienda-01,Oriente,Hogar,7,323.58,228.15
2023-11-30,Tienda-10,Capital,Hogar,8,347.51,264.8
2023-11-30,Tienda-08,Andes,Alimentos,7,97.73,82.37
2023-11-30,Tienda-10,Capital,Cuidado Personal,3,58.88,49.06
2023-12-01,Tienda-01,Oriente,Alimentos,6,86.3,72.73
2023-12-01,Tienda-08,Andes,Cuidado Personal,3,50.84,33.6
2023-12-01,Tienda-01,Oriente,Limpieza,13,167.15,108.91
2023-12-01,Tienda-03,Andes,Limpieza,9,99.01,70.37
2023-12-01,Tienda-06,Oriente,Alimentos,7,98.92,79.82
2023-12-01,Tienda-01,Oriente,Cuidado Personal,13,241.63,202.8
2023-12-02,Tienda-02,Central,Limpieza,1,12.14,9.03
2023-12-02,Tienda-07,Capital,Limpieza,15,187.71,120.2
2023-12-02,Tienda-02,Central,Cuidado Personal,15,266.35,176.75
2023-12-02,Tienda-05,Central,Bebidas,15,122.63,95.68
2023-12-02,Tienda-02,Central,Bebidas,15,109.79,87.9
2023-12-02,Tienda-10,Capital,Electronica,1,148.97,102.39
2023-12-02,Tienda-03,Andes,Hogar,13,599.78,466.04
2023-12-02,Tienda-02,Central,Alimentos,16,255.63,175.81
2023-12-02,Tienda-06,Oriente,Alimentos,4,57.13,35.0
2023-12-02,Tienda-03,Andes,Hogar,16,690.44,525.61
2023-12-02,Tienda-09,Capital,Bebidas,16,119.52,87.63
2023-12-02,Tienda-05,Central,Hogar,1,46.56,29.62
2023-12-02,Tienda-06,Oriente,Electronica,1,161.76,134.54
2023-12-03,Tienda-07,Capital,Alimentos,3,45.93,33.83
2023-12-03,Tienda-07,Capital,Bebidas,7,52.54,32.57
2023-12-03,Tienda-01,Oriente,Alimentos,13,196.23,126.57
2023-12-03,Tienda-04,Capital,Limpieza,3,37.82,26.47
2023-12-03,Tienda-04,Capital,Hogar,7,311.11,199.93
2023-12-03,Tienda-05,Central,Alimentos,3,46.64,29.98
2023-12-03,Tienda-09,Capital,Limpieza,3,33.96,21.06
2023-12-04,Tienda-10,Capital,Alimentos,13,195.47,139.96
2023-12-04,Tienda-02,Central,Electronica,3,449.25,287.05
2023-12-04,Tienda-07,Capital,Alimentos,3,46.34,30.01
2023-12-04,Tienda-07,Capital,Alimentos,12,170.94,137.54
2023-12-04,Tienda-09,Capital,Limpieza,13,170.56,137.14
2023-12-04,Tienda-10,Capital,Limpieza,6,70.99,60.07
2023-12-04,Tienda-07,Capital,Bebidas,4,29.87,18.47
2023-12-05,Tienda-02,Central,Limpieza,12,149.61,118.33
2023-12-05,Tienda-08,Andes,Electronica,1,136.38,114.02
2023-12-06,Tienda-05,Central,Bebidas,7,54.82,45.6
2023-12-06,Tienda-10,Capital,Alimentos,3,41.73,28.47
2023-12-06,Tienda-05,Central,Bebidas,6,48.38,31.25
2023-12-06,Tienda-04,Capital,Alimentos,1,15.32,9.96
2023-12-06,Tienda-08,Andes,Limpieza,4,49.57,36.05
2023-12-06,Tienda-10,Capital,Limpieza,4,50.95,42.72
2023-12-06,Tienda-05,Central,Electronica,1,144.67,105.74
2023-12-07,Tienda-01,Oriente,Alimentos,6,85.1,58.97
2023-12-07,Tienda-10,Capital,Limpieza,12,136.49,86.41
2023-12-07,Tienda-02,Central,Cuidado Personal,3,51.48,36.24
2023-12-07,Tienda-07,Capital,Hogar,1,45.43,35.1
2023-12-07,Tienda-01,Oriente,Hogar,6,277.44,183.43
2023-12-07,Tienda-09,Capital,Electronica,3,454.38,376.01
2023-12-07,Tienda-10,Capital,Hogar,3,122.79,97.2
2023-12-07,Tienda-09,Capital,Cuidado Personal,13,250.46,187.67
2023-12-07,Tienda-07,Capital,Cuidado Personal,7,123.46,88.21
2023-12-08,Tienda-01,Oriente,Cuidado Personal,7,115.51,69.63
2023-12-08,Tienda-06,Oriente,Bebidas,9,78.69,49.36
2023-12-08,Tienda-09,Capital,Electronica,1,138.03,87.27
2023-12-08,Tienda-06,Oriente,Hogar,7,290.07,209.9
2023-12-09,Tienda-06,Oriente,Alimentos,3,47.33,39.52
2023-12-09,Tienda-03,Andes,Alimentos,16,224.03,148.0
2023-12-09,Tienda-07,Capital,Alimentos,10,163.43,102.43
2023-12-09,Tienda-06,Oriente,Alimentos,10,153.57,119.36
2023-12-09,Tienda-03,Andes,Limpieza,15,176.32,125.37
2023-12-09,Tienda-04,Capital,Cuidado Personal,3,50.54,35.05
2023-12-09,Tienda-09,Capital,Hogar,10,405.68,275.36
2023-12-09,Tienda-02,Central,Hogar,10,420.27,257.22
2023-12-09,Tienda-08,Andes,Bebidas,4,32.92,27.07
2023-12-10,Tienda-10,Capital,Alimentos,10,160.1,118.85
2023-12-10,Tienda-06,Oriente,Cuidado Personal,3,50.74,40.43
2023-12-10,Tienda-05,Central,Electronica,3,424.91,274.74
2023-12-10,Tienda-05,Central,Limpieza,13,143.9,101.03
2023-12-10,Tienda-05,Central,Hogar,4,180.41,130.45
2023-12-10,Tienda-08,Andes,Alimentos,7,114.64,69.85
2023-12-10,Tienda-01,Oriente,Cuidado Personal,13,214.96,162.8
2023-12-10,Tienda-10,Capital,Alimentos,1,14.16,8.61
2023-12-10,Tienda-05,Central,Alimentos,16,224.59,176.67
2023-12-10,Tienda-09,Capital,Limpieza,7,80.16,67.07
2023-12-10,Tienda-05,Central,Cuidado Personal,9,163.98,106.35
2023-12-11,Tienda-02,Central,Bebidas,3,22.86,17.74
2023-12-11,Tienda-06,Oriente,Cuidado Personal,13,212.66,134.56
2023-12-11,Tienda-07,Capital,Electronica,3,453.43,290.35
2023-12-11,Tienda-09,Capital,Hogar,1,48.91,32.92
2023-12-11,Tienda-10,Capital,Cuidado Personal,12,217.95,156.13
2023-12-11,Tienda-04,Capital,Limpieza,4,52.56,39.38
2023-12-12,Tienda-05,Central,Hogar,3,133.71,93.86
2023-12-12,Tienda-04,Capital,Hogar,4,195.16,122.46
2023-12-12,Tienda-08,Andes,Alimentos,10,158.32,98.9
2023-12-12,Tienda-02,Central,Alimentos,9,144.66,106.89
2023-12-12,Tienda-07,Capital,Alimentos,3,46.85,33.17
2023-12-12,Tienda-04,Capital,Alimentos,7,114.9,75.71
2023-12-13,Tienda-01,Oriente,Hogar,7,312.09,247.87
2023-12-13,Tienda-09,Capital,Bebidas,4,34.51,25.37
2023-12-13,Tienda-01,Oriente,Limpieza,10,127.09,92.18
2023-12-13,Tienda-01,Oriente,Limpieza,3,34.14,28.56
2023-12-13,Tienda-04,Capital,Bebidas,3,26.39,19.49
2023-12-13,Tienda-05,Central,Cuidado Personal,9,166.84,117.93
2023-12-13,Tienda-10,Capital,Hogar,13,568.64,445.75
2023-12-13,Tienda-09,Capital,Alimentos,7,114.52,71.1
2023-12-13,Tienda-07,Capital,Alimentos,6,83.8,69.64
2023-12-14,Tienda-04,Capital,Alimentos,9,133.67,110.87
2023-12-14,Tienda-07,Capital,Bebidas,6,48.05,39.45
2023-12-14,Tienda-08,Andes,Alimentos,4,64.43,49.38
2023-12-14,Tienda-03,Andes,Hogar,13,605.2,491.25
2023-12-14,Tienda-06,Oriente,Limpieza,3,36.98,27.09
2023-12-14,Tienda-03,Andes,Alimentos,4,60.64,41.13
2023-12-14,Tienda-09,Capital,Electronica,1,143.67,113.79
2023-12-14,Tienda-07,Capital,Alimentos,4,65.12,43.72
2023-12-15,Tienda-07,Capital,Limpieza,4,47.85,39.92
2023-12-15,Tienda-07,Capital,Alimentos,4,57.57,39.05
2023-12-15,Tienda-06,Oriente,Bebidas,12,97.89,82.37
2023-12-15,Tienda-06,Oriente,Bebidas,3,22.86,17.28
2023-12-15,Tienda-03,Andes,Electronica,3,431.15,291.25
2023-12-16,Tienda-09,Capital,Hogar,16,690.6,429.56
2023-12-16,Tienda-07,Capital,Limpieza,16,178.93,150.8
2023-12-16,Tienda-04,Capital,Electronica,1,152.28,98.47
2023-12-16,Tienda-04,Capital,Limpieza,7,80.72,64.41
2023-12-16,Tienda-10,Capital,Bebidas,10,82.24,58.2
2023-12-17,Tienda-09,Capital,Cuidado Personal,13,247.16,201.05
2023-12-17,Tienda-03,Andes,Cuidado Personal,16,288.09,201.27
2023-12-17,Tienda-10,Capital,Hogar,16,789.55,587.76
2023-12-17,Tienda-01,Oriente,Alimentos,15,237.51,169.15
2023-12-17,Tienda-08,Andes,Alimentos,9,136.21,84.03
2023-12-17,Tienda-03,Andes,Alimentos,3,46.95,28.87
2023-12-17,Tienda-08,Andes,Bebidas,1,8.68,7.25
2023-12-18,Tienda-02,Central,Alimentos,9,144.03,99.73
2023-12-18,Tienda-08,Andes,Bebidas,13,112.99,80.36
2023-12-18,Tienda-08,Andes,Cuidado Personal,10,163.82,100.59
2023-12-18,Tienda-06,Oriente,Limpieza,10,108.62,77.86
2023-12-18,Tienda-10,Capital,Alimentos,4,60.79,46.21
2023-12-18,Tienda-05,Central,Alimentos,6,94.85,77.71
2023-12-18,Tienda-01,Oriente,Alimentos,10,138.32,105.59
2023-12-18,Tienda-01,Oriente,Electronica,3,477.9,329.59
2023-12-18,Tienda-10,Capital,Cuidado Personal,10,165.17,117.07
2023-12-19,Tienda-03,Andes,Hogar,12,527.79,340.55
2023-12-19,Tienda-08,Andes,Bebidas,3,25.01,19.11
2023-12-19,Tienda-01,Oriente,Electronica,3,452.42,317.88
2023-12-19,Tienda-09,Capital,Bebidas,10,81.37,52.42
2023-12-19,Tienda-09,Capital,Limpieza,3,34.21,21.87
2023-12-19,Tienda-07,Capital,Hogar,1,41.08,28.83
2023-12-20,Tienda-09,Capital,Bebidas,9,75.84,49.12
2023-12-20,Tienda-06,Oriente,Alimentos,4,63.18,47.91
2023-12-20,Tienda-10,Capital,Cuidado Personal,7,121.23,81.91
2023-12-20,Tienda-09,Capital,Cuidado Personal,10,176.73,115.62
2023-12-20,Tienda-05,Central,Hogar,9,391.07,268.32
2023-12-20,Tienda-10,Capital,Cuidado Personal,6,97.63,60.27
2023-12-20,Tienda-03,Andes,Limpieza,4,50.92,30.96
2023-12-21,Tienda-04,Capital,Alimentos,7,99.52,64.0
2023-12-21,Tienda-09,Capital,Hogar,1,40.82,28.53
2023-12-21,Tienda-01,Oriente,Alimentos,10,155.71,99.63
2023-12-21,Tienda-10,Capital,Bebidas,10,74.38,48.2
2023-12-21,Tienda-08,Andes,Hogar,13,612.79,419.25
2023-12-22,Tienda-06,Oriente,Alimentos,13,204.74,154.91
2023-12-22,Tienda-04,Capital,Alimentos,3,47.62,36.65
2023-12-22,Tienda-05,Central,Bebidas,1,8.5,6.91
2023-12-22,Tienda-10,Capital,Bebidas,12,97.22,68.57
2023-12-22,Tienda-09,Capital,Hogar,12,580.44,419.82
2023-12-22,Tienda-07,Capital,Alimentos,1,14.42,10.92
2023-12-22,Tienda-02,Central,Alimentos,3,49.43,37.34
2023-12-22,Tienda-05,Central,Electronica,3,489.01,400.48
2023-12-23,Tienda-02,Central,Alimentos,13,195.14,145.9
2023-12-23,Tienda-05,Central,Electronica,1,142.66,103.69
2023-12-23,Tienda-04,Capital,Bebidas,10,74.35,60.59
2023-12-23,Tienda-10,Capital,Bebidas,7,58.11,46.55
2023-12-23,Tienda-06,Oriente,Alimentos,4,63.94,53.8
2023-12-23,Tienda-10,Capital,Cuidado Personal,13,224.05,143.48
2023-12-23,Tienda-03,Andes,Alimentos,1,16.23,10.66
2023-12-23,Tienda-05,Central,Bebidas,15,110.47,79.5
2023-12-23,Tienda-10,Capital,Bebidas,9,67.42,50.0
2023-12-23,Tienda-09,Capital,Electronica,3,465.01,326.73
2023-12-23,Tienda-09,Capital,Alimentos,9,130.33,108.51
2023-12-24,Tienda-05,Central,Limpieza,1,11.43,9.26
2023-12-24,Tienda-05,Central,Limpieza,1,11.16,9.22
2023-12-24,Tienda-01,Oriente,Hogar,4,178.09,107.29
2023-12-24,Tienda-05,Central,Hogar,4,179.42,119.44
2023-12-24,Tienda-04,Capital,Alimentos,13,189.17,153.11
2023-12-25,Tienda-05,Central,Hogar,9,433.46,262.23
2023-12-25,Tienda-02,Central,Alimentos,1,15.53,12.56
2023-12-25,Tienda-03,Andes,Limpieza,4,50.45,36.03
2023-12-25,Tienda-06,Oriente,Bebidas,4,29.89,21.26
2023-12-25,Tienda-01,Oriente,Alimentos,6,85.35,64.11
2023-12-25,Tienda-07,Capital,Electronica,1,148.47,98.85
2023-12-25,Tienda-06,Oriente,Alimentos,1,14.01,8.68
2023-12-26,Tienda-02,Central,Electronica,3,477.14,337.19
2023-12-26,Tienda-09,Capital,Limpieza,3,38.18,30.91
2023-12-26,Tienda-04,Capital,Alimentos,7,104.96,67.66
2023-12-26,Tienda-09,Capital,Bebidas,13,113.35,79.88
2023-12-26,Tienda-08,Andes,Limpieza,13,158.01,130.34
2023-12-26,Tienda-10,Capital,Hogar,10,406.1,329.83
2023-12-26,Tienda-07,Capital,Limpieza,1,12.61,8.54
2023-12-27,Tienda-01,Oriente,Electronica,1,164.74,136.63
2023-12-27,Tienda-09,Capital,Electronica,1,152.18,122.91
2023-12-27,Tienda-07,Capital,Alimentos,13,178.13,120.87
2023-12-27,Tienda-05,Central,Alimentos,7,112.28,67.84
2023-12-27,Tienda-10,Capital,Cuidado Personal,9,161.15,133.24
2023-12-28,Tienda-01,Oriente,Hogar,10,486.24,354.71
2023-12-28,Tienda-09,Capital,Alimentos,9,127.56,87.05
2023-12-28,Tienda-04,Capital,Cuidado Personal,4,69.41,44.96
2023-12-28,Tienda-03,Andes,Bebidas,3,22.3,17.54
2023-12-28,Tienda-08,Andes,Electronica,1,141.77,105.24
2023-12-28,Tienda-08,Andes,Limpieza,7,78.8,52.95
2023-12-28,Tienda-01,Oriente,Electronica,3,432.66,346.85
2023-12-29,Tienda-10,Capital,Alimentos,3,47.72,40.12
2023-12-29,Tienda-05,Central,Bebidas,3,22.79,17.16
2023-12-29,Tienda-10,Capital,Limpieza,10,128.95,81.69
2023-12-29,Tienda-04,Capital,Limpieza,9,104.44,85.04
2023-12-29,Tienda-05,Central,Alimentos,4,60.67,47.29
2023-12-29,Tienda-08,Andes,Limpieza,12,137.73,83.6
2023-12-29,Tienda-05,Central,Electronica,3,466.25,380.55
2023-12-29,Tienda-09,Capital,Hogar,10,414.66,334.25
2023-12-29,Tienda-07,Capital,Bebidas,13,101.96,81.29
2023-12-30,Tienda-10,Capital,Alimentos,10,161.24,119.28
2023-12-30,Tienda-01,Oriente,Alimentos,13,193.34,139.71
2023-12-30,Tienda-01,Oriente,Cuidado Personal,4,69.14,56.64
2023-12-30,Tienda-02,Central,Electronica,3,419.07,317.37
2023-12-30,Tienda-08,Andes,Bebidas,10,72.52,56.8
2023-12-30,Tienda-03,Andes,Alimentos,3,46.21,34.81
2023-12-30,Tienda-09,Capital,Electronica,3,463.79,349.42
2023-12-30,Tienda-02,Central,Cuidado Personal,9,174.88,126.28
2023-12-30,Tienda-04,Capital,Bebidas,9,78.5,55.31
2023-12-30,Tienda-04,Capital,Hogar,15,635.97,472.75
2023-12-30,Tienda-06,Oriente,Hogar,1,46.59,33.86
2023-12-31,Tienda-08,Andes,Bebidas,4,29.51,24.11
2023-12-31,Tienda-01,Oriente,Cuidado Personal,9,166.66,109.35
2023-12-31,Tienda-08,Andes,Electronica,1,150.32,122.03
2023-12-31,Tienda-09,Capital,Alimentos,13,179.77,119.95
2023-12-31,Tienda-08,Andes,Alimentos,9,143.79,97.1
2023-12-31,Tienda-01,Oriente,Alimentos,9,125.89,101.22
2023-12-31,Tienda-04,Capital,Limpieza,3,35.56,24.51
2023-12-31,Tienda-10,Capital,Hogar,9,427.57,286.0
2023-12-31,Tienda-04,Capital,Alimentos,7,105.84,64.21
2023-12-31,Tienda-01,Oriente,Cuidado Personal,16,293.34,176.99
2024-01-01,Tienda-07,Capital,Alimentos,8,124.96,97.39
2024-01-01,Tienda-10,Capital,Cuidado Personal,5,81.34,57.97
2024-01-01,Tienda-01,Oriente,Alimentos,4,58.7,44.4
2024-01-01,Tienda-01,Oriente,Alimentos,6,88.88,56.95
2024-01-01,Tienda-03,Andes,Electronica,2,316.79,230.67
2024-01-01,Tienda-02,Central,Alimentos,1,15.82,10.85
2024-01-02,Tienda-08,Andes,Hogar,6,243.9,198.89
2024-01-02,Tienda-09,Capital,Hogar,3,130.17,96.29
2024-01-02,Tienda-08,Andes,Alimentos,6,94.01,68.02
2024-01-02,Tienda-08,Andes,Hogar,1,42.99,27.59
2024-01-02,Tienda-02,Central,Bebidas,8,65.67,51.73
2024-01-02,Tienda-10,Capital,Electronica,2,302.17,208.45
2024-01-02,Tienda-10,Capital,Electronica,2,309.4,228.59
2024-01-02,Tienda-09,Capital,Limpieza,1,11.39,8.77
2024-01-03,Tienda-09,Capital,Hogar,4,187.42,138.83
2024-01-03,Tienda-08,Andes,Limpieza,5,55.07,41.03
2024-01-03,Tienda-05,Central,Hogar,9,411.88,334.37
2024-01-03,Tienda-03,Andes,Alimentos,8,128.84,101.32
2024-01-03,Tienda-08,Andes,Hogar,4,169.82,140.55
2024-01-03,Tienda-01,Oriente,Bebidas,6,46.68,36.83
2024-01-03,Tienda-07,Capital,Cuidado Personal,1,17.46,14.23
2024-01-04,Tienda-02,Central,Alimentos,6,82.03,59.28
2024-01-04,Tienda-05,Central,Bebidas,4,33.84,26.73
2024-01-04,Tienda-07,Capital,Hogar,6,250.08,157.5
2024-01-04,Tienda-05,Central,Limpieza,7,84.86,68.31
2024-01-05,Tienda-07,Capital,Cuidado Personal,4,67.46,46.8
2024-01-05,Tienda-03,Andes,Cuidado Personal,8,145.75,105.26
2024-01-05,Tienda-01,Oriente,Cuidado Personal,4,68.27,55.92
2024-01-05,Tienda-05,Central,Bebidas,9,73.99,45.92
2024-01-05,Tienda-01,Oriente,Cuidado Personal,5,91.45,59.93
2024-01-05,Tienda-07,Capital,Limpieza,7,76.2,47.29
2024-01-05,Tienda-04,Capital,Alimentos,2,27.73,19.77
2024-01-05,Tienda-01,Oriente,Bebidas,5,42.54,31.64
2024-01-06,Tienda-01,Oriente,Alimentos,11,158.19,129.94
2024-01-06,Tienda-03,Andes,Electronica,2,307.72,225.26
2024-01-06,Tienda-02,Central,Electronica,1,135.74,101.09
2024-01-06,Tienda-01,Oriente,Bebidas,7,59.47,45.8
2024-01-06,Tienda-07,Capital,Cuidado Personal,6,101.35,75.68
2024-01-06,Tienda-04,Capital,Limpieza,7,89.48,73.85
2024-01-06,Tienda-06,Oriente,Alimentos,3,41.98,25.41
2024-01-06,Tienda-03,Andes,Alimentos,11,150.31,123.12
2024-01-06,Tienda-08,Andes,Electronica,2,319.98,202.13
2024-01-07,Tienda-09,Capital,Hogar,7,338.56,269.0
2024-01-07,Tienda-01,Oriente,Electronica,1,135.14,113.72
2024-01-07,Tienda-07,Capital,Hogar,7,295.22,190.57
2024-01-07,Tienda-07,Capital,Hogar,5,232.21,171.98
2024-01-07,Tienda-07,Capital,Limpieza,11,140.62,102.57
2024-01-07,Tienda-07,Capital,Hogar,7,302.17,221.0
2024-01-07,Tienda-08,Andes,Bebidas,6,44.08,35.39
2024-01-08,Tienda-08,Andes,Cuidado Personal,2,33.01,23.74
2024-01-08,Tienda-03,Andes,Cuidado Personal,8,149.65,114.28
2024-01-08,Tienda-01,Oriente,Limpieza,9,98.67,71.13
2024-01-08,Tienda-02,Central,Alimentos,2,32.76,20.86
2024-01-08,Tienda-06,Oriente,Alimentos,2,30.6,21.93
2024-01-09,Tienda-05,Central,Alimentos,2,32.72,26.13
2024-01-09,Tienda-09,Capital,Limpieza,2,24.87,16.91
2024-01-09,Tienda-10,Capital,Alimentos,1,13.93,9.98
2024-01-09,Tienda-07,Capital,Bebidas,6,45.72,33.99
2024-01-09,Tienda-08,Andes,Cuidado Personal,2,37.75,26.53
2024-01-09,Tienda-06,Oriente,Hogar,9,395.45,267.01
2024-01-10,Tienda-01,Oriente,Alimentos,7,98.3,68.63
2024-01-10,Tienda-07,Capital,Hogar,1,47.93,31.36
2024-01-10,Tienda-08,Andes,Bebidas,2,17.01,10.39
2024-01-10,Tienda-09,Capital,Hogar,1,44.38,27.38
2024-01-10,Tienda-07,Capital,Hogar,8,377.04,313.71
2024-01-11,Tienda-07,Capital,Alimentos,4,64.67,51.32
2024-01-11,Tienda-02,Central,Alimentos,8,110.74,75.63
2024-01-11,Tienda-01,Oriente,Bebidas,5,41.11,32.74
2024-01-11,Tienda-01,Oriente,Limpieza,7,83.83,50.8
2024-01-11,Tienda-03,Andes,Alimentos,2,27.6,21.7
2024-01-12,Tienda-05,Central,Alimentos,8,125.17,97.36
2024-01-12,Tienda-09,Capital,Alimentos,2,32.37,23.64
2024-01-12,Tienda-07,Capital,Electronica,1,141.41,112.12
2024-01-12,Tienda-02,Central,Alimentos,5,75.86,50.6
2024-01-12,Tienda-07,Capital,Bebidas,1,7.6,5.52
2024-01-12,Tienda-02,Central,Cuidado Personal,6,117.99,78.07
2024-01-12,Tienda-05,Central,Hogar,8,345.98,275.7
2024-01-12,Tienda-06,Oriente,Bebidas,9,68.13,50.1
2024-01-12,Tienda-07,Capital,Hogar,6,274.39,166.83
2024-01-13,Tienda-06,Oriente,Cuidado Personal,10,186.57,120.07
2024-01-13,Tienda-01,Oriente,Bebidas,6,49.26,41.57
2024-01-13,Tienda-01,Oriente,Bebidas,7,61.16,40.22
2024-01-13,Tienda-06,Oriente,Electronica,2,324.34,270.22
2024-01-13,Tienda-05,Central,Bebidas,2,15.62,11.3
2024-01-13,Tienda-03,Andes,Limpieza,11,141.22,91.89
2024-01-13,Tienda-02,Central,Bebidas,11,94.94,70.61
2024-01-13,Tienda-02,Central,Cuidado Personal,3,55.14,33.21
2024-01-14,Tienda-09,Capital,Electronica,2,292.8,177.8
2024-01-14,Tienda-07,Capital,Alimentos,1,14.89,11.53
2024-01-14,Tienda-08,Andes,Alimentos,6,95.64,62.09
2024-01-14,Tienda-08,Andes,Cuidado Personal,7,116.74,70.76
2024-01-14,Tienda-01,Oriente,Alimentos,3,45.75,30.18
2024-01-14,Tienda-03,Andes,Limpieza,3,37.36,24.51
2024-01-14,Tienda-09,Capital,Bebidas,9,71.54,56.14
2024-01-14,Tienda-07,Capital,Alimentos,9,147.25,120.49
2024-01-14,Tienda-10,Capital,Hogar,7,324.82,252.36
2024-01-15,Tienda-02,Central,Electronica,2,294.02,247.56
2024-01-15,Tienda-09,Capital,Hogar,7,329.44,258.28
2024-01-15,Tienda-10,Capital,Alimentos,2,29.58,21.31
2024-01-15,Tienda-03,Andes,Limpieza,4,50.35,35.72
2024-01-15,Tienda-05,Central,Limpieza,8,87.69,58.09
2024-01-15,Tienda-03,Andes,Electronica,2,297.03,193.65
2024-01-16,Tienda-08,Andes,Hogar,8,335.13,256.13
2024-01-16,Tienda-06,Oriente,Alimentos,9,141.26,110.12
2024-01-16,Tienda-08,Andes,Bebidas,2,14.68,12.47
2024-01-16,Tienda-07,Capital,Electronica,2,326.08,209.93
2024-01-16,Tienda-05,Central,Cuidado Personal,1,18.25,12.45
2024-01-16,Tienda-02,Central,Hogar,4,175.14,118.45
2024-01-16,Tienda-10,Capital,Cuidado Personal,6,104.59,87.6
2024-01-16,Tienda-03,Andes,Bebidas,9,66.88,49.85
2024-01-17,Tienda-07,Capital,Hogar,6,267.14,185.82
2024-01-17,Tienda-01,Oriente,Limpieza,5,65.7,45.85
2024-01-17,Tienda-01,Oriente,Hogar,5,247.42,164.16
2024-01-18,Tienda-08,Andes,Hogar,3,147.11,91.87
2024-01-18,Tienda-05,Central,Alimentos,2,32.41,21.78
2024-01-18,Tienda-07,Capital,Alimentos,7,111.28,74.63
2024-01-18,Tienda-08,Andes,Limpieza,2,25.3,17.36
2024-01-18,Tienda-02,Central,Cuidado Personal,5,83.14,65.12
2024-01-18,Tienda-03,Andes,Limpieza,8,97.14,70.84
2024-01-18,Tienda-09,Capital,Hogar,3,124.18,102.93
2024-01-18,Tienda-10,Capital,Alimentos,7,101.01,62.05
2024-01-18,Tienda-01,Oriente,Alimentos,2,27.58,17.51
2024-01-18,Tienda-10,Capital,Limpieza,3,34.65,24.46
2024-01-18,Tienda-06,Oriente,Cuidado Personal,5,87.16,65.65
2024-01-19,Tienda-01,Oriente,Cuidado Personal,5,86.54,67.89
2024-01-19,Tienda-10,Capital,Alimentos,6,84.01,53.3
2024-01-19,Tienda-06,Oriente,Hogar,1,47.33,29.57
2024-01-19,Tienda-05,Central,Bebidas,3,23.9,17.84
2024-01-19,Tienda-09,Capital,Cuidado Personal,1,19.59,15.14
2024-01-19,Tienda-02,Central,Hogar,2,85.12,60.93
2024-01-19,Tienda-03,Andes,Limpieza,2,23.23,14.29
2024-01-19,Tienda-08,Andes,Limpieza,6,74.0,59.21
2024-01-19,Tienda-08,Andes,Hogar,5,206.67,153.52
2024-01-20,Tienda-02,Central,Hogar,2,97.13,64.66
2024-01-20,Tienda-07,Capital,Hogar,7,284.35,222.69
2024-01-20,Tienda-03,Andes,Alimentos,3,42.89,25.75
2024-01-20,Tienda-05,Central,Alimentos,2,29.21,17.61
2024-01-20,Tienda-01,Oriente,Cuidado Personal,6,97.7,69.33
2024-01-21,Tienda-08,Andes,Bebidas,11,80.78,61.72
2024-01-21,Tienda-08,Andes,Cuidado Personal,6,115.59,84.21
2024-01-21,Tienda-08,Andes,Alimentos,7,104.74,86.33
2024-01-21,Tienda-07,Capital,Hogar,3,122.16,83.47
2024-01-21,Tienda-06,Oriente,Cuidado Personal,1,16.27,11.96
2024-01-21,Tienda-07,Capital,Alimentos,7,111.93,75.69
2024-01-21,Tienda-08,Andes,Alimentos,7,111.37,93.82
2024-01-21,Tienda-06,Oriente,Alimentos,6,98.6,66.52
2024-01-21,Tienda-02,Central,Alimentos,3,47.0,29.66
2024-01-22,Tienda-06,Oriente,Bebidas,7,56.33,39.24
2024-01-22,Tienda-07,Capital,Limpieza,3,37.84,28.87
2024-01-22,Tienda-01,Oriente,Bebidas,8,63.18,48.38
2024-01-22,Tienda-01,Oriente,Alimentos,2,28.72,23.48
2024-01-23,Tienda-10,Capital,Alimentos,3,42.78,26.6
2024-01-23,Tienda-02,Central,Cuidado Personal,4,74.14,55.93
2024-01-23,Tienda-09,Capital,Limpieza,5,65.36,41.95
2024-01-23,Tienda-06,Oriente,Electronica,2,271.27,166.08
2024-01-23,Tienda-05,Central,Hogar,9,389.22,308.41
2024-01-24,Tienda-03,Andes,Alimentos,5,72.96,56.75
2024-01-24,Tienda-03,Andes,Alimentos,9,144.81,88.75
